interaction_id,user_id,shoe_id,event_type,rating,timestamp
3230,472,27,view,,2024-10-05T15:42:52.821870
3231,796,72,purchase,,2024-10-21T15:42:52.821870
3232,199,107,view,,2024-11-20T15:42:52.821870
3233,105,500,view,,2024-12-24T15:42:52.821870
3234,691,107,view,,2025-04-28T15:42:52.821870
3235,473,490,view,,2024-12-23T15:42:52.821870
3236,119,363,purchase,,2024-08-28T15:42:52.821870
3237,217,334,view,,2024-08-10T15:42:52.821870
3238,559,124,view,,2025-05-06T15:42:52.821870
3239,333,96,view,,2025-05-11T15:42:52.821870
3240,203,395,add_to_cart,,2024-09-21T15:42:52.821870
3241,258,379,rating,3.6,2024-11-05T15:42:52.821870
3242,631,453,view,,2025-05-21T15:42:52.821870
3243,987,435,purchase,,2025-07-29T15:42:52.821870
3244,671,290,purchase,,2024-11-05T15:42:52.821870
3245,612,349,view,,2025-01-19T15:42:52.821870
3246,543,474,view,,2025-07-31T15:42:52.821870
3247,571,284,view,,2025-02-17T15:42:52.821870
3248,236,358,view,,2024-08-21T15:42:52.821870
3249,207,297,view,,2025-01-26T15:42:52.821870
3250,901,406,view,,2024-08-11T15:42:52.821870
3251,527,81,view,,2025-07-25T15:42:52.821870
3252,674,282,view,,2025-06-23T15:42:52.821870
3253,739,41,rating,4.5,2024-11-22T15:42:52.821870
3254,302,158,view,,2025-07-27T15:42:52.821870
3255,638,268,view,,2025-07-09T15:42:52.821870
3256,84,259,view,,2025-01-22T15:42:52.821870
3257,592,139,view,,2025-01-21T15:42:52.821870
3258,6,51,wishlist,,2025-01-26T15:42:52.821870
3259,56,458,add_to_cart,,2025-08-01T15:42:52.821870
3260,490,466,view,,2025-05-20T15:42:52.821870
3261,130,412,view,,2025-01-01T15:42:52.821870
3262,541,224,view,,2024-10-02T15:42:52.821870
3263,114,394,view,,2024-12-28T15:42:52.821870
3264,447,61,view,,2025-01-27T15:42:52.821870
3265,124,141,view,,2024-11-26T15:42:52.821870
3266,695,46,wishlist,,2024-12-09T15:42:52.821870
3267,522,65,view,,2025-06-17T15:42:52.821870
3268,454,342,purchase,,2025-04-23T15:42:52.821870
3269,466,2,view,,2025-08-01T15:42:52.821870
3270,151,44,purchase,,2025-05-11T15:42:52.821870
3271,263,429,view,,2025-04-29T15:42:52.821870
3272,150,123,wishlist,,2024-10-31T15:42:52.821870
3273,280,18,wishlist,,2025-08-05T15:42:52.821870
3274,71,113,add_to_cart,,2024-11-22T15:42:52.821870
3275,785,394,view,,2025-06-14T15:42:52.821870
3276,472,483,view,,2025-04-07T15:42:52.821870
3277,694,91,wishlist,,2024-08-26T15:42:52.821870
3278,970,384,view,,2025-07-09T15:42:52.821870
3279,22,21,view,,2025-03-15T15:42:52.821870
3280,897,120,purchase,,2025-03-06T15:42:52.821870
3281,110,152,view,,2024-12-06T15:42:52.821870
3282,459,439,rating,1.1,2025-03-17T15:42:52.821870
3283,222,492,view,,2025-03-10T15:42:52.821870
3284,59,357,view,,2025-03-19T15:42:52.821870
3285,183,495,purchase,,2025-01-22T15:42:52.821870
3286,824,334,view,,2025-01-09T15:42:52.821870
3287,917,62,view,,2024-10-27T15:42:52.821870
3288,984,51,purchase,,2025-06-17T15:42:52.821870
3289,579,68,wishlist,,2025-05-31T15:42:52.821870
3290,411,66,purchase,3.6,2025-05-28T15:42:52.821870
3291,26,225,view,,2025-04-02T15:42:52.821870
3292,881,234,view,,2025-07-20T15:42:52.821870
3293,323,27,view,,2024-10-20T15:42:52.821870
3294,338,140,view,,2025-08-04T15:42:52.821870
3295,94,392,view,,2025-07-10T15:42:52.821870
3296,495,46,view,,2025-07-06T15:42:52.821870
3297,329,3,view,,2025-04-06T15:42:52.821870
3298,835,69,purchase,,2025-01-09T15:42:52.821870
3299,646,302,wishlist,,2025-04-14T15:42:52.821870
3300,571,474,view,,2024-12-01T15:42:52.821870
3301,488,164,view,,2025-03-06T15:42:52.821870
3302,680,397,add_to_cart,,2024-12-23T15:42:52.821870
3303,676,451,view,,2025-04-29T15:42:52.821870
3304,763,19,purchase,4.3,2024-12-30T15:42:52.821870
3305,850,235,view,,2024-08-22T15:42:52.821870
3306,256,494,view,,2024-09-23T15:42:52.821870
3307,123,280,view,,2024-09-27T15:42:52.821870
3308,639,213,view,,2024-11-13T15:42:52.821870
3309,369,80,purchase,,2025-08-01T15:42:52.821870
3310,353,307,view,,2025-05-04T15:42:52.821870
3311,644,377,view,,2025-06-09T15:42:52.821870
3312,159,222,view,,2025-05-02T15:42:52.821870
3313,200,144,view,,2024-09-26T15:42:52.821870
3314,222,35,purchase,,2025-01-19T15:42:52.821870
3315,862,242,view,,2025-05-30T15:42:52.821870
3316,312,119,wishlist,,2024-10-18T15:42:52.821870
3317,239,190,purchase,,2025-04-12T15:42:52.821870
3318,912,87,view,,2025-06-23T15:42:52.821870
3319,798,125,wishlist,,2025-07-14T15:42:52.821870
3320,748,71,view,,2025-06-11T15:42:52.821870
3321,545,424,view,,2025-04-26T15:42:52.821870
3322,691,471,rating,3.2,2025-06-02T15:42:52.821870
3323,360,27,view,,2025-01-16T15:42:52.821870
3324,277,181,view,,2025-05-29T15:42:52.821870
3325,40,192,view,,2025-01-03T15:42:52.821870
3326,887,305,view,,2025-06-22T15:42:52.821870
3327,3,77,view,,2024-08-26T15:42:52.821870
3328,205,292,view,,2025-06-30T15:42:52.821870
3329,890,33,view,,2025-06-18T15:42:52.821870
3330,188,192,view,,2024-10-21T15:42:52.821870
3331,917,344,view,,2025-02-09T15:42:52.821870
3332,855,440,purchase,,2025-03-25T15:42:52.821870
3333,208,475,rating,2.5,2024-09-27T15:42:52.821870
3334,663,112,view,,2024-10-02T15:42:52.821870
3335,809,151,view,,2025-01-15T15:42:52.821870
3336,253,78,view,,2025-05-20T15:42:52.821870
3337,309,446,wishlist,,2025-03-18T15:42:52.821870
3338,898,36,purchase,3.0,2025-04-19T15:42:52.821870
3339,955,7,view,,2025-01-12T15:42:52.821870
3340,852,385,view,,2025-05-17T15:42:52.821870
3341,750,155,view,,2024-12-22T15:42:52.821870
3342,213,23,view,,2025-07-20T15:42:52.821870
3343,628,371,view,,2025-01-31T15:42:52.821870
3344,122,50,view,,2024-11-01T15:42:52.821870
3345,879,431,view,,2025-07-01T15:42:52.821870
3346,533,186,view,,2024-12-29T15:42:52.821870
3347,410,409,wishlist,,2024-08-21T15:42:52.821870
3348,208,159,add_to_cart,,2024-10-09T15:42:52.821870
3349,159,250,wishlist,,2024-09-29T15:42:52.821870
3350,609,245,view,,2024-10-06T15:42:52.821870
3351,931,178,view,,2025-02-15T15:42:52.821870
3352,894,333,view,,2025-03-25T15:42:52.821870
3353,800,291,view,,2025-03-07T15:42:52.821870
3354,223,5,view,,2025-01-03T15:42:52.821870
3355,249,476,view,,2024-12-26T15:42:52.821870
3356,328,304,add_to_cart,,2024-11-29T15:42:52.821870
3357,724,156,purchase,3.4,2025-06-22T15:42:52.821870
3358,806,279,view,,2025-01-08T15:42:52.821870
3359,934,360,view,,2025-04-13T15:42:52.821870
3360,939,236,view,,2024-10-05T15:42:52.821870
3361,431,314,wishlist,,2025-04-05T15:42:52.821870
3362,348,426,wishlist,,2025-04-20T15:42:52.821870
3363,353,65,purchase,,2025-04-01T15:42:52.821870
3364,855,45,view,,2024-08-13T15:42:52.821870
3365,595,156,purchase,,2024-09-15T15:42:52.821870
3366,524,190,rating,4.4,2025-05-30T15:42:52.821870
3367,91,482,view,,2025-06-07T15:42:52.821870
3368,809,401,view,,2024-11-07T15:42:52.821870
3369,566,236,view,,2024-09-10T15:42:52.821870
3370,886,323,view,,2025-07-01T15:42:52.821870
3371,718,424,view,,2024-11-20T15:42:52.821870
3372,974,200,view,,2025-01-24T15:42:52.821870
3373,352,89,purchase,,2024-09-19T15:42:52.821870
3374,318,250,view,,2025-06-17T15:42:52.821870
3375,591,483,view,,2025-05-20T15:42:52.821870
3376,400,115,wishlist,,2025-02-28T15:42:52.821870
3377,977,267,view,,2025-06-25T15:42:52.821870
3378,308,368,rating,2.8,2024-08-13T15:42:52.821870
3379,127,259,add_to_cart,,2025-01-28T15:42:52.821870
3380,790,498,view,,2024-11-24T15:42:52.821870
3381,234,247,wishlist,,2024-12-13T15:42:52.821870
3382,866,218,view,,2025-05-06T15:42:52.821870
3383,396,23,view,,2024-11-11T15:42:52.821870
3384,134,89,view,,2025-03-14T15:42:52.821870
3385,80,270,rating,3.8,2024-09-03T15:42:52.821870
3386,670,70,view,,2024-08-18T15:42:52.821870
3387,368,351,purchase,,2025-01-19T15:42:52.821870
3388,256,190,view,,2025-07-14T15:42:52.821870
3389,300,36,view,,2025-04-01T15:42:52.821870
3390,43,189,add_to_cart,,2025-03-31T15:42:52.821870
3391,846,124,add_to_cart,,2025-04-28T15:42:52.821870
3392,401,283,view,,2024-11-26T15:42:52.821870
3393,395,379,view,,2024-11-28T15:42:52.821870
3394,559,270,view,,2025-04-20T15:42:52.821870
3395,818,410,view,,2025-04-04T15:42:52.821870
3396,526,436,view,,2024-12-31T15:42:52.821870
3397,151,397,wishlist,,2024-10-09T15:42:52.821870
3398,601,294,view,,2025-03-23T15:42:52.821870
3399,948,110,rating,1.2,2025-01-05T15:42:52.821870
3400,719,190,wishlist,,2024-12-27T15:42:52.821870
3401,564,280,wishlist,,2025-05-14T15:42:52.821870
3402,595,282,view,,2024-12-01T15:42:52.821870
3403,264,461,purchase,,2024-10-24T15:42:52.821870
3404,203,5,add_to_cart,,2025-06-19T15:42:52.821870
3405,320,266,wishlist,,2024-12-31T15:42:52.821870
3406,236,48,view,,2024-10-07T15:42:52.821870
3407,242,214,view,,2025-01-22T15:42:52.821870
3408,828,483,view,,2025-07-08T15:42:52.821870
3409,732,209,purchase,,2024-12-28T15:42:52.821870
3410,896,142,view,,2025-05-27T15:42:52.821870
3411,361,121,rating,4.0,2024-10-31T15:42:52.821870
3412,58,99,wishlist,,2025-01-05T15:42:52.821870
3413,480,483,view,,2025-03-30T15:42:52.821870
3414,205,70,purchase,,2025-02-11T15:42:52.821870
3415,76,235,view,,2024-08-31T15:42:52.821870
3416,853,303,view,,2025-02-10T15:42:52.821870
3417,816,328,view,,2025-07-17T15:42:52.821870
3418,968,371,add_to_cart,,2025-04-08T15:42:52.821870
3419,509,57,view,,2024-10-26T15:42:52.821870
3420,267,227,rating,4.7,2025-03-26T15:42:52.821870
3421,529,40,wishlist,,2024-11-13T15:42:52.821870
3422,411,446,add_to_cart,,2025-02-28T15:42:52.821870
3423,126,420,wishlist,,2025-07-15T15:42:52.821870
3424,702,483,add_to_cart,,2025-07-13T15:42:52.821870
3425,681,355,add_to_cart,,2025-05-04T15:42:52.821870
3426,116,329,view,,2025-02-26T15:42:52.821870
3427,128,195,view,,2025-06-12T15:42:52.821870
3428,135,393,purchase,,2024-12-05T15:42:52.821870
3429,128,343,view,,2025-08-05T15:42:52.821870
3430,456,485,view,,2025-05-23T15:42:52.821870
3431,354,345,view,,2025-07-29T15:42:52.821870
3432,137,268,view,,2025-01-31T15:42:52.821870
3433,482,173,wishlist,,2024-08-20T15:42:52.821870
3434,684,228,wishlist,,2024-10-24T15:42:52.821870
3435,288,238,view,,2025-04-06T15:42:52.821870
3436,794,294,add_to_cart,,2024-09-25T15:42:52.821870
3437,36,114,add_to_cart,,2024-08-13T15:42:52.821870
3438,922,446,view,,2025-07-27T15:42:52.827523
3439,431,207,view,,2025-06-04T15:42:52.827523
3440,191,82,view,,2024-10-25T15:42:52.827523
3441,370,109,purchase,,2025-06-11T15:42:52.827523
3442,640,296,add_to_cart,,2024-10-26T15:42:52.827523
3443,494,296,view,,2025-04-13T15:42:52.827523
3444,457,296,view,,2025-05-02T15:42:52.827523
3445,628,152,view,,2024-12-05T15:42:52.827523
3446,760,328,wishlist,,2025-07-17T15:42:52.827523
3447,420,85,add_to_cart,,2025-04-11T15:42:52.827523
3448,506,137,view,,2024-09-17T15:42:52.827523
3449,592,284,view,,2024-11-05T15:42:52.827523
3450,849,89,view,,2025-01-26T15:42:52.827523
3451,729,120,purchase,,2025-07-03T15:42:52.827523
3452,855,228,rating,2.3,2025-04-08T15:42:52.827523
3453,391,66,view,,2024-10-16T15:42:52.827523
3454,664,495,view,,2024-12-04T15:42:52.827523
3455,495,47,purchase,,2025-03-27T15:42:52.827523
3456,172,35,view,,2025-04-12T15:42:52.827523
3457,869,439,view,,2025-04-21T15:42:52.827523
3458,271,154,view,,2025-05-05T15:42:52.827523
3459,967,478,view,,2025-03-22T15:42:52.827523
3460,776,85,purchase,,2025-06-10T15:42:52.827523
3461,20,298,rating,1.6,2025-02-12T15:42:52.827523
3462,498,303,add_to_cart,,2025-05-07T15:42:52.827523
3463,479,368,wishlist,,2025-05-15T15:42:52.827523
3464,816,92,view,,2025-02-18T15:42:52.827523
3465,432,272,view,,2025-07-11T15:42:52.827523
3466,574,346,view,,2025-07-20T15:42:52.827523
3467,964,227,view,,2024-09-30T15:42:52.827523
3468,149,312,add_to_cart,,2025-03-28T15:42:52.827523
3469,401,345,purchase,3.7,2025-01-05T15:42:52.827523
3470,592,310,view,,2025-01-18T15:42:52.827523
3471,988,171,view,,2025-01-01T15:42:52.827523
3472,167,374,view,,2024-10-24T15:42:52.827523
3473,351,360,view,,2024-08-11T15:42:52.827523
3474,353,92,add_to_cart,,2025-05-31T15:42:52.827523
3475,534,141,view,,2025-07-30T15:42:52.827523
3476,781,60,view,,2025-07-03T15:42:52.827523
3477,523,103,purchase,,2025-06-30T15:42:52.827523
3478,230,359,wishlist,,2024-09-25T15:42:52.827523
3479,954,368,view,,2025-01-23T15:42:52.827523
3480,446,279,view,,2024-09-04T15:42:52.827523
3481,487,420,view,,2024-08-16T15:42:52.827523
3482,89,144,view,,2024-12-05T15:42:52.827523
3483,517,439,view,,2025-05-26T15:42:52.827523
3484,570,457,view,,2024-10-22T15:42:52.827523
3485,173,407,view,,2025-03-24T15:42:52.827523
3486,258,111,add_to_cart,,2024-11-07T15:42:52.827523
3487,405,244,wishlist,,2025-01-21T15:42:52.827523
3488,435,360,purchase,,2024-09-09T15:42:52.827523
3489,485,10,view,,2024-10-07T15:42:52.827523
3490,660,47,view,,2025-07-15T15:42:52.827523
3491,558,186,add_to_cart,,2024-09-12T15:42:52.827523
3492,21,52,view,,2025-04-29T15:42:52.827523
3493,170,194,view,,2024-12-25T15:42:52.827523
3494,510,355,wishlist,,2024-09-07T15:42:52.827523
3495,204,121,wishlist,,2025-06-15T15:42:52.827523
3496,455,358,view,,2025-06-19T15:42:52.827523
3497,418,24,view,,2025-01-24T15:42:52.827523
3498,219,349,wishlist,,2025-06-29T15:42:52.827523
3499,74,181,view,,2024-10-28T15:42:52.827523
3500,195,433,purchase,,2025-06-15T15:42:52.827523
3501,426,287,view,,2025-03-31T15:42:52.827523
3502,782,321,wishlist,,2025-08-05T15:42:52.827523
3503,360,321,wishlist,,2025-04-24T15:42:52.827523
3504,163,389,view,,2025-01-05T15:42:52.827523
3505,954,491,view,,2024-09-30T15:42:52.827523
3506,918,71,view,,2024-11-16T15:42:52.827523
3507,668,489,view,,2025-01-09T15:42:52.827523
3508,939,236,rating,4.9,2024-09-12T15:42:52.827523
3509,395,459,view,,2025-03-12T15:42:52.827523
3510,710,125,view,,2025-01-22T15:42:52.827523
3511,499,254,view,,2025-07-28T15:42:52.827523
3512,304,134,view,,2025-01-11T15:42:52.827523
3513,255,34,purchase,,2024-12-12T15:42:52.827523
3514,505,428,view,,2025-04-29T15:42:52.827523
3515,535,109,add_to_cart,,2024-08-15T15:42:52.827523
3516,644,27,purchase,,2024-12-26T15:42:52.827523
3517,580,35,wishlist,,2025-01-17T15:42:52.827523
3518,842,149,view,,2025-05-27T15:42:52.827523
3519,328,193,purchase,,2024-10-12T15:42:52.827523
3520,368,334,view,,2025-01-20T15:42:52.827523
3521,300,385,view,,2025-08-04T15:42:52.827523
3522,297,435,add_to_cart,,2025-05-31T15:42:52.827523
3523,773,357,view,,2025-02-01T15:42:52.827523
3524,867,279,view,,2025-06-02T15:42:52.827523
3525,717,162,view,,2025-01-08T15:42:52.827523
3526,762,181,view,,2024-09-05T15:42:52.827523
3527,530,197,view,,2025-01-18T15:42:52.827523
3528,239,57,view,,2025-07-26T15:42:52.827523
3529,875,114,wishlist,,2025-05-30T15:42:52.827523
3530,100,125,view,,2025-02-24T15:42:52.827523
3531,717,105,view,,2025-03-03T15:42:52.827523
3532,275,500,wishlist,,2025-07-15T15:42:52.827523
3533,478,214,view,,2025-06-18T15:42:52.827523
3534,551,341,view,,2025-05-25T15:42:52.827523
3535,535,229,view,,2025-04-21T15:42:52.827523
3536,975,353,rating,3.7,2025-08-08T15:42:52.827523
3537,447,283,view,,2024-10-01T15:42:52.827523
3538,603,296,add_to_cart,,2024-11-22T15:42:52.827523
3539,313,138,view,,2024-10-04T15:42:52.827523
3540,497,365,view,,2024-10-24T15:42:52.827523
3541,486,473,view,,2024-10-05T15:42:52.827523
3542,830,204,purchase,,2025-07-09T15:42:52.827523
3543,470,496,view,,2025-07-29T15:42:52.827523
3544,217,116,wishlist,,2025-02-13T15:42:52.827523
3545,893,136,view,,2024-09-07T15:42:52.827523
3546,332,281,view,,2025-07-24T15:42:52.827523
3547,351,448,view,,2024-08-16T15:42:52.827523
3548,163,266,add_to_cart,,2025-03-12T15:42:52.827523
3549,400,240,view,,2025-03-01T15:42:52.827523
3550,610,280,purchase,,2025-01-30T15:42:52.827523
3551,852,121,purchase,3.0,2024-09-05T15:42:52.827523
3552,570,265,view,,2025-06-08T15:42:52.827523
3553,343,54,add_to_cart,,2025-06-22T15:42:52.827523
3554,950,68,view,,2025-06-10T15:42:52.827523
3555,774,13,view,,2025-03-12T15:42:52.827523
3556,400,405,wishlist,,2024-10-20T15:42:52.827523
3557,354,277,purchase,,2025-01-10T15:42:52.827523
3558,78,319,wishlist,,2024-11-18T15:42:52.827523
3559,332,52,view,,2025-01-24T15:42:52.827523
3560,226,402,view,,2025-04-09T15:42:52.827523
3561,153,409,view,,2025-03-02T15:42:52.827523
3562,543,102,wishlist,,2025-02-17T15:42:52.827523
3563,174,192,view,,2025-04-02T15:42:52.827523
3564,430,489,view,,2025-06-18T15:42:52.827523
3565,668,119,view,,2025-06-03T15:42:52.827523
3566,790,482,wishlist,,2024-08-14T15:42:52.827523
3567,284,307,view,,2025-06-04T15:42:52.827523
3568,111,412,view,,2025-08-03T15:42:52.827523
3569,145,71,view,,2025-03-11T15:42:52.827523
3570,728,308,view,,2024-09-28T15:42:52.827523
3571,21,255,view,,2025-02-10T15:42:52.827523
3572,309,231,view,,2024-11-14T15:42:52.827523
3573,660,381,view,,2025-01-17T15:42:52.827523
3574,663,100,wishlist,,2025-06-23T15:42:52.827523
3575,279,240,wishlist,,2024-09-29T15:42:52.827523
3576,353,374,view,,2025-06-07T15:42:52.827523
3577,675,79,view,,2025-03-17T15:42:52.827523
3578,794,11,rating,1.5,2025-06-05T15:42:52.827523
3579,101,454,view,,2024-11-20T15:42:52.827523
3580,528,7,view,,2025-05-22T15:42:52.827523
3581,46,469,wishlist,,2025-06-02T15:42:52.827523
3582,346,468,view,,2024-11-08T15:42:52.827523
3583,713,443,view,,2024-08-27T15:42:52.827523
3584,573,9,wishlist,,2025-01-14T15:42:52.827523
3585,190,196,view,,2025-02-18T15:42:52.827523
3586,552,118,view,,2025-02-17T15:42:52.827523
3587,205,98,view,,2025-02-04T15:42:52.827523
3588,603,410,view,,2025-01-19T15:42:52.827523
3589,858,405,view,,2024-08-31T15:42:52.827523
3590,335,52,wishlist,,2025-07-15T15:42:52.827523
3591,686,243,view,,2024-08-29T15:42:52.827523
3592,772,435,view,,2024-11-11T15:42:52.827523
3593,238,251,view,,2025-03-12T15:42:52.827523
3594,365,103,view,,2025-01-05T15:42:52.827523
3595,89,431,view,,2025-01-08T15:42:52.827523
3596,130,328,view,,2024-08-17T15:42:52.827523
3597,655,426,view,,2025-02-13T15:42:52.827523
3598,925,30,rating,2.9,2025-07-16T15:42:52.827523
3599,968,385,view,,2025-05-24T15:42:52.827523
3600,446,414,view,,2024-09-09T15:42:52.827523
3601,56,183,view,,2024-12-28T15:42:52.827523
3602,909,421,view,,2024-09-15T15:42:52.827523
3603,36,141,view,,2025-07-15T15:42:52.827523
3604,341,277,wishlist,,2025-08-04T15:42:52.827523
3605,129,450,wishlist,,2024-11-15T15:42:52.827523
3606,805,93,view,,2025-07-26T15:42:52.827523
3607,125,142,view,,2024-12-16T15:42:52.827523
3608,673,95,add_to_cart,,2025-06-05T15:42:52.827523
3609,743,322,view,,2025-06-11T15:42:52.827523
3610,311,448,rating,2.2,2024-09-18T15:42:52.827523
3611,53,38,view,,2024-12-30T15:42:52.827523
3612,131,94,view,,2024-10-23T15:42:52.827523
3613,803,314,wishlist,,2025-03-28T15:42:52.827523
3614,828,223,view,,2024-11-08T15:42:52.827523
3615,761,290,view,,2025-05-06T15:42:52.827523
3616,581,327,view,,2024-12-27T15:42:52.827523
3617,293,318,view,,2025-04-20T15:42:52.827523
3618,456,463,view,,2025-06-30T15:42:52.827523
3619,352,18,add_to_cart,,2024-11-14T15:42:52.827523
3620,399,382,view,,2025-05-10T15:42:52.827523
3621,488,140,view,,2025-08-04T15:42:52.827523
3622,980,485,view,,2024-10-22T15:42:52.827523
3623,256,129,view,,2025-02-12T15:42:52.827523
3624,253,149,view,,2024-10-12T15:42:52.827523
3625,950,140,view,,2024-10-23T15:42:52.827523
3626,726,51,view,,2025-06-03T15:42:52.827523
3627,682,231,view,,2024-09-16T15:42:52.827523
3628,904,133,view,,2025-05-10T15:42:52.827523
3629,769,235,wishlist,,2024-09-28T15:42:52.827523
3630,721,125,view,,2024-12-11T15:42:52.827523
3631,346,405,view,,2025-06-22T15:42:52.827523
3632,519,184,view,,2024-09-04T15:42:52.827523
3633,901,203,wishlist,,2025-06-19T15:42:52.827523
3634,862,92,view,,2025-01-11T15:42:52.827523
3635,363,323,view,,2025-06-25T15:42:52.827523
3636,177,360,add_to_cart,,2025-07-09T15:42:52.827523
3637,1,427,wishlist,,2025-05-14T15:42:52.827523
3638,602,199,view,,2025-04-19T15:42:52.827523
3639,336,311,view,,2025-01-03T15:42:52.827523
3640,351,108,purchase,,2024-12-31T15:42:52.827523
3641,795,431,view,,2025-07-14T15:42:52.827523
3642,406,55,rating,1.6,2025-07-13T15:42:52.827523
3643,421,259,view,,2024-08-27T15:42:52.827523
3644,938,166,rating,4.7,2024-11-27T15:42:52.827523
3645,629,64,view,,2024-10-07T15:42:52.827523
3646,750,259,view,,2025-04-11T15:42:52.827523
3647,678,107,rating,4.0,2025-04-22T15:42:52.827523
3648,669,220,purchase,,2025-07-09T15:42:52.827523
3649,921,101,wishlist,,2025-01-27T15:42:52.827523
3650,479,201,view,,2024-09-30T15:42:52.827523
3651,804,281,view,,2025-05-31T15:42:52.827523
3652,766,1,view,,2025-01-08T15:42:52.827523
3653,892,64,view,,2025-08-09T15:42:52.827523
3654,313,379,view,,2024-12-08T15:42:52.827523
3655,191,100,view,,2024-12-20T15:42:52.827523
3656,443,358,wishlist,,2025-04-21T15:42:52.827523
3657,344,86,view,,2024-11-20T15:42:52.827523
3658,618,52,add_to_cart,,2025-08-08T15:42:52.827523
3659,94,248,add_to_cart,,2025-05-28T15:42:52.827523
3660,785,190,view,,2025-06-13T15:42:52.827523
3661,883,360,view,,2025-05-13T15:42:52.827523
3662,25,154,wishlist,,2025-07-10T15:42:52.827523
3663,958,226,rating,3.8,2025-05-03T15:42:52.827523
3664,644,351,view,,2025-01-06T15:42:52.827523
3665,35,197,view,,2025-07-07T15:42:52.827523
3666,849,369,view,,2024-08-16T15:42:52.827523
3667,511,389,view,,2025-03-09T15:42:52.827523
3668,931,297,view,,2024-10-14T15:42:52.827523
3669,355,153,view,,2025-07-13T15:42:52.827523
3670,567,249,view,,2025-07-24T15:42:52.827523
3671,914,179,add_to_cart,,2025-04-10T15:42:52.827523
3672,145,47,rating,4.4,2025-05-22T15:42:52.827523
3673,308,258,view,,2025-07-28T15:42:52.827523
3674,619,82,add_to_cart,,2024-12-26T15:42:52.827523
3675,844,34,add_to_cart,,2025-01-17T15:42:52.827523
3676,255,25,wishlist,,2024-10-14T15:42:52.827523
3677,800,123,add_to_cart,,2024-11-26T15:42:52.827523
3678,237,465,view,,2025-07-29T15:42:52.827523
3679,838,78,view,,2025-03-12T15:42:52.827523
3680,466,163,rating,4.2,2024-12-17T15:42:52.827523
3681,243,54,wishlist,,2025-07-06T15:42:52.827523
3682,829,329,view,,2024-10-12T15:42:52.827523
3683,779,482,purchase,4.1,2024-11-13T15:42:52.827523
3684,972,129,view,,2025-04-25T15:42:52.827523
3685,756,414,view,,2025-05-17T15:42:52.827523
3686,975,128,view,,2025-03-13T15:42:52.827523
3687,105,425,add_to_cart,,2025-03-26T15:42:52.827523
3688,961,377,view,,2025-02-07T15:42:52.827523
3689,847,387,view,,2025-01-31T15:42:52.827523
3690,520,55,view,,2025-04-20T15:42:52.827523
3691,843,491,view,,2024-09-15T15:42:52.827523
3692,873,122,view,,2025-01-18T15:42:52.827523
3693,505,203,add_to_cart,,2024-11-17T15:42:52.827523
3694,915,465,wishlist,,2025-07-12T15:42:52.827523
3695,842,458,view,,2025-05-02T15:42:52.827523
3696,618,149,view,,2025-07-18T15:42:52.827523
3697,549,333,view,,2024-09-07T15:42:52.827523
3698,437,365,view,,2025-03-23T15:42:52.827523
3699,174,86,purchase,,2025-04-29T15:42:52.827523
3700,452,233,rating,4.5,2025-03-28T15:42:52.827523
3701,646,427,add_to_cart,,2025-07-02T15:42:52.827523
3702,385,167,view,,2025-01-01T15:42:52.827523
3703,14,451,view,,2025-06-21T15:42:52.827523
3704,255,342,view,,2025-02-19T15:42:52.827523
3705,95,33,wishlist,,2025-01-06T15:42:52.827523
3706,638,242,view,,2025-07-09T15:42:52.827523
3707,583,415,view,,2024-10-02T15:42:52.827523
3708,16,476,view,,2025-01-05T15:42:52.827523
3709,668,435,view,,2024-11-30T15:42:52.827523
3710,263,445,purchase,,2024-11-18T15:42:52.827523
3711,434,281,add_to_cart,,2024-10-08T15:42:52.827523
3712,185,339,rating,3.7,2024-09-15T15:42:52.827523
3713,593,14,view,,2024-12-23T15:42:52.827523
3714,278,163,view,,2025-01-07T15:42:52.827523
3715,357,190,view,,2024-11-27T15:42:52.827523
3716,780,466,wishlist,,2025-05-27T15:42:52.827523
3717,192,482,view,,2024-11-07T15:42:52.827523
3718,807,34,add_to_cart,,2024-09-25T15:42:52.827523
3719,723,69,wishlist,,2025-03-28T15:42:52.827523
3720,387,188,view,,2024-08-21T15:42:52.827523
3721,65,418,add_to_cart,,2025-08-05T15:42:52.827523
3722,833,236,view,,2025-07-26T15:42:52.827523
3723,897,251,view,,2024-12-15T15:42:52.827523
3724,232,415,view,,2024-11-30T15:42:52.827523
3725,20,16,view,,2025-05-06T15:42:52.827523
3726,392,10,wishlist,,2025-06-12T15:42:52.827523
3727,440,77,view,,2025-07-02T15:42:52.827523
3728,463,5,view,,2025-04-03T15:42:52.827523
3729,207,102,wishlist,,2024-09-28T15:42:52.827523
3730,172,198,wishlist,,2024-10-29T15:42:52.827523
3731,641,35,view,,2024-12-03T15:42:52.827523
3732,132,299,view,,2025-05-30T15:42:52.827523
3733,808,128,view,,2025-07-25T15:42:52.827523
3734,245,288,view,,2024-10-11T15:42:52.827523
3735,701,127,view,,2025-04-02T15:42:52.827523
3736,112,280,view,,2025-08-08T15:42:52.827523
3737,696,74,view,,2025-07-21T15:42:52.827523
3738,182,296,rating,4.5,2024-12-27T15:42:52.827523
3739,754,302,add_to_cart,,2025-05-29T15:42:52.827523
3740,329,415,view,,2024-10-19T15:42:52.827523
3741,677,408,view,,2025-03-14T15:42:52.827523
